source.table,budget.type,deflator.type,military.dept,FY,amount
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1983,78951000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1983,73440000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1983,25743000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1983,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1983,153560000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1983,198448000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1983,183388000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1983,64348000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1983,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1984,61516000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1984,80553000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1984,85304000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1984,27898000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1984,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1984,158381000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1984,197056000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1984,204908000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1984,67136000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1984,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1985,72760000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1985,93124000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1985,96499000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1985,13790000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1985,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1985,179034000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1985,220281000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1985,224988000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1985,31330000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1985,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1986,73770000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1986,93259000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1986,93932000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1986,17178000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1986,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1986,176696000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1986,215949000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1986,215281000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1986,37471000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1986,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1987,75360000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1987,95132000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1987,93621000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1987,18604000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1987,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1987,175669000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1987,213684000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1987,209329000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1987,39097000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1987,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1988,76544000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1988,102364000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1988,90268000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1988,18629000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1988,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1988,171783000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1988,220267000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1988,196616000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1988,37699000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1988,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1989,78740000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1989,98195000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1989,94713000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1989,19891000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1989,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1989,169894000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1989,205963000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1989,198384000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1989,38466000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1989,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1990,79385000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1990,98597000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1990,93244000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1990,20130000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1990,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1990,166689000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1990,201373000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1990,190836000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1990,37571000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1990,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1991,92790000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1991,101477000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1991,91189000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1991,25165000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1991,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1991,183487000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1991,198041000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1991,177238000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1991,45259000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1991,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1992,75083000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1992,89927000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1992,83048000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1992,37136000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1992,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1992,149800000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1992,174435000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1992,159223000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1992,63528000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1992,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1993,67249000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1993,84995000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1993,79566000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1993,37845000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1993,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1993,129809000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1993,161020000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1993,147690000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1993,76812000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1993,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1994,63460000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1994,77981000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1994,74938000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1994,34961000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1994,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1994,120176000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1994,143779000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1994,136891000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1994,70538000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1994,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1995,64529000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1995,78585000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1995,73773000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1995,37329000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1995,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1995,119103000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1995,141489000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1995,133354000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1995,72800000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1995,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1996,66120000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1996,79560000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1996,74230000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1996,35143000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1996,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1996,118627000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1996,139993000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1996,130840000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1996,67850000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1996,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1997,65380000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1997,79171000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1997,73170000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1997,36465000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1997,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1997,114810000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1997,136364000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1997,126102000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1997,68482000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1997,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1998,64001000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1998,81958000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1998,76543000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1998,36621000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1998,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1998,109109000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1998,136646000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1998,127656000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1998,67400000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1998,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,1999,69331000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,1999,84398000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,1999,80862000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,1999,38138000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,1999,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,1999,114240000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,1999,138355000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,1999,131927000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,1999,68156000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,1999,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2000,73264000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2000,88509000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2000,83368000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2000,41818000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2000,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2000,116910000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2000,140858000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2000,132748000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2000,73473000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2000,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2001,78047000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2001,96117000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2001,90051000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2001,52325000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2001,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2001,121024000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2001,147980000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2001,138355000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2001,87528000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2001,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2002,86099000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2002,101778000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2002,100266000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2002,67235000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2002,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2002,129075000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2002,152570000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2002,150225000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2002,109173000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2002,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2003,122268000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2003,123887000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2003,125770000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2003,61099000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2003,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2003,177968000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2003,181572000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2003,184302000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2003,95368000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2003,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2004,141551000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2004,121608000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2004,125353000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2004,67541000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2004,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2004,199778000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2004,172979000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2004,178442000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2004,101873000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2004,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2005,167343000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2005,133560000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2005,131673000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2005,69900000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2005,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2005,227463000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2005,181914000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2005,179313000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2005,101210000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2005,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2006,176455000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2006,144596000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2006,140864000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2006,74357000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2006,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2006,232972000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2006,190868000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2006,185241000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2006,104328000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2006,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2007,221264000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2007,150834000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2007,149348000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2007,82426000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2007,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2007,284395000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2007,194425000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2007,192013000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2007,111942000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2007,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2008,252220000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2008,164893000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2008,159729000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2008,92438000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2008,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2008,316869000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2008,206578000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2008,198874000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2008,120969000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2008,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2009,237402000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2009,166765000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2009,163138000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2009,98555000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2009,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2009,292865000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2009,206049000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2009,201409000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2009,125783000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2009,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2010,243365000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2010,177126000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2010,165894000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2010,105406000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2010,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2010,294392000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2010,213932000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2010,199772000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2010,131099000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2010,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2011,238887000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2011,176814000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2011,167293000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2011,106098000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2011,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2011,284018000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2011,209314000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2011,197572000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2011,129345000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2011,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2012,206640000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2012,174710000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2012,164283000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2012,106655000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2012,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2012,241899000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2012,203465000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2012,191052000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2012,127692000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2012,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2013,176535000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2013,163140000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2013,146263000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2013,99455000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2013,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2013,203789000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2013,187480000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2013,166545000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2013,117231000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2013,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2014,162246000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2014,164397000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2014,152392000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2014,102153000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2014,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2014,184959000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2014,186674000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2014,171680000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2014,118777000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2014,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2015,150887000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2015,160512000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2015,153567000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2015,100437000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2015,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2015,170085000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2015,180040000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2015,171943000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2015,114819000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2015,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2016,151296000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2016,170325000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2016,164009000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2016,102348000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2016,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2016,168581000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2016,189723000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2016,182566000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2016,114710000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2016,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2017,159018000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2017,174058000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2017,171457000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,defense.wide,2017,104754000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,OCO.place.holder,2017,0
tbl.6.03.TOA.by.Military.Dept,TOA,constant,army,2017,173688000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,navy,2017,189984000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,air.force,2017,187237000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,defense.wide,2017,114972000000
tbl.6.03.TOA.by.Military.Dept,TOA,constant,OCO.place.holder,2017,0
tbl.6.03.TOA.by.Military.Dept,TOA,current,army,2018,178260000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,navy,2018,190489000000
tbl.6.03.TOA.by.Military.Dept,TOA,current,air.force,2018,190359000000
